RegistrationNumber,ReferenceCapacity,MWOT,RegisteredDate,ARCExpiredDate,RegistrationStatus
ZA-59573439,461,228,1997-01-11,1998-01-08,Active
YH-15724987,493,188,2009-03-17,2010-03-16,Active
IZ-28309210,224,184,2018-01-22,2019-02-01,Active
YK-53166157,237,249,2001-03-10,2002-01-29,Active
PO-22089862,492,174,2002-06-01,2003-04-15,Active
JW-52923601,151,213,2006-07-19,2007-05-25,Active
LP-20873499,443,349,2015-05-21,2016-04-11,Active
NJ-30938144,277,345,2010-11-06,2011-10-03,Active
KD-06271569,465,134,2006-09-03,2007-09-12,Active
RA-79936237,274,171,1998-05-12,1999-03-13,Active
IF-59957756,214,122,2018-02-27,2019-04-12,Active
ML-67622948,169,312,1999-02-16,2000-03-13,Active
VE-35646860,198,331,2012-01-09,2012-12-19,Active
DH-25681288,188,167,2011-08-27,2012-08-17,Active
EX-22423749,119,194,2024-08-11,2025-08-01,Missing maintenance logs
HI-10985653,275,383,2002-03-05,2003-04-29,Active
LZ-88871092,311,230,2015-01-17,2016-02-13,Active
ZD-10148960,415,181,2022-05-02,2023-05-22,Active
VD-22599675,198,190,2004-02-12,2005-03-27,Active
KS-86496596,166,174,2015-01-04,2015-11-08,Worn-out tires or brakes
RT-12855496,119,272,2000-10-09,2001-09-11,Active
FE-16764494,152,187,2007-09-16,2008-08-02,Active
HE-98425510,450,278,2001-10-01,2002-11-09,Active
RO-16015693,109,123,2006-11-08,2007-09-24,Active
KB-08994337,174,141,1998-04-10,1999-03-26,Expired airworthiness certificate
GY-47701414,241,264,1996-11-26,1997-10-10,Active
CU-37744695,112,249,2020-01-09,2021-01-07,Active
BA-77787639,333,148,1996-06-10,1997-06-07,Active
FD-19523088,290,350,2012-06-18,2013-06-15,Active
PC-13803423,423,270,2008-01-25,2009-01-31,Active
RU-35921355,471,289,2013-05-31,2014-05-20,Active
DJ-30926114,465,150,2010-02-20,2011-01-18,Active
HM-59158593,354,368,2014-03-04,2015-04-16,Active
EN-34015038,121,351,1999-03-14,2000-03-28,Active
ZR-79169341,280,246,2018-07-26,2019-06-29,Active
PL-92988410,155,152,2011-01-24,2011-12-02,Active
XB-10847400,495,174,1999-06-19,2000-08-15,Expired airworthiness certificate
RO-76711064,139,137,2000-06-26,2001-08-07,Active
JV-74147187,450,299,2001-10-31,2002-09-13,Active
HM-06404932,266,262,1998-08-06,1999-06-07,Active
BX-93763161,110,215,1998-04-20,1999-03-13,Active
FJ-83621962,265,312,2001-07-30,2002-08-23,Active
SW-39750344,491,319,2015-11-07,2016-09-10,Active
QR-83703900,314,156,2015-11-30,2016-12-05,Active
SF-01224960,414,191,2009-02-25,2010-01-27,Active
OS-57769688,367,382,2024-04-03,2025-05-25,Active
VI-33732813,344,189,2020-06-26,2021-06-14,Active
EE-85276885,304,380,2005-12-10,2006-12-09,Active
IL-06494705,310,152,2001-07-26,2002-08-20,Active
WS-42905479,448,277,1998-01-06,1998-11-10,Active
YL-83768466,401,230,2005-07-23,2006-07-30,Active
ND-83325332,136,232,2015-11-13,2016-09-13,Active
ZH-24464760,463,331,2010-01-13,2011-02-26,Navigation or communication equipment failure
BE-09950941,284,380,1997-05-30,1998-06-12,Active
LR-76894407,464,301,2022-08-19,2023-07-21,Active
YP-04924977,285,262,2005-10-17,2006-10-12,Active
SY-32746775,452,272,1998-07-18,1999-07-27,Active
EJ-93045859,354,297,2010-01-01,2011-02-24,Active
UO-00061844,465,114,2018-12-05,2020-01-16,Active
TN-54090595,379,148,2016-06-20,2017-06-15,Active
WH-72377856,268,333,2014-09-14,2015-10-28,Active
WI-42878905,322,195,1998-02-25,1999-04-03,Active
SW-44682628,443,317,1996-08-28,1997-09-25,Active
WP-80834512,306,381,2005-12-08,2007-01-17,Active
HG-82179653,314,154,2019-07-18,2020-07-27,Active
UV-99178378,416,394,2012-06-29,2013-05-09,Active
WR-10906437,192,115,1997-05-03,1998-06-13,Active
EY-36242951,137,396,2010-02-06,2011-01-11,Active
PV-91570480,174,302,2016-08-19,2017-08-24,Active
KI-82507722,132,311,2004-03-04,2005-03-08,Active
DS-22947328,128,380,2009-12-31,2011-02-21,Active
ZS-39657076,163,357,2005-11-26,2006-11-06,Active
SO-22932138,353,109,2020-12-19,2022-01-12,Active
WM-51552903,165,306,2000-03-03,2001-01-20,Active
WO-86722167,215,313,2013-10-18,2014-12-02,Active
JG-73729459,229,225,2011-03-03,2012-03-11,Active
GL-19975037,361,155,2020-05-10,2021-06-05,Active
IU-77076539,101,185,2010-10-20,2011-09-13,Active
TU-75096742,138,384,2010-09-16,2011-10-03,Active
CZ-87570307,333,271,2008-02-06,2009-03-12,Active
GN-29931521,265,396,2014-03-30,2015-03-28,Active
SA-09228797,460,372,2016-01-06,2017-02-15,Active
SL-03200369,141,122,2021-08-29,2022-10-09,Active
VX-38414501,235,207,2014-05-12,2015-04-14,Improperly repaired after an incident
DG-30232522,476,139,1995-06-12,1996-07-30,Active
VQ-11780732,227,171,2007-02-13,2008-03-30,Active
HC-31701538,132,144,2020-11-17,2021-09-20,Active
JF-92938286,176,276,2007-07-12,2008-06-28,Active
HP-36751902,438,289,1995-09-29,1996-11-14,Active
HS-17238201,182,369,2011-03-27,2012-04-05,Active
IA-09759186,205,241,2011-03-04,2012-02-21,Active
SE-64244650,443,125,2000-03-21,2001-03-15,Active
PT-95814669,422,312,2004-11-29,2006-01-20,Active
OU-04034628,440,354,2003-05-15,2004-06-20,Active
XG-10232565,470,238,2002-07-28,2003-06-04,Active
KH-91656559,247,340,2016-10-14,2017-10-23,Active
ER-37723578,101,342,2004-07-16,2005-07-03,Active
TG-32294843,138,174,2010-02-20,2011-01-24,Active
RK-86988771,109,237,2017-10-09,2018-12-07,Active
FM-83341507,353,339,2018-12-27,2020-01-26,Active
SR-60725481,212,334,2000-12-22,2002-01-04,Unauthorized structural modifications
YU-17028937,267,295,1999-06-06,2000-04-30,Active
IB-85509062,122,379,2020-03-25,2021-03-06,Active
XM-28006902,487,250,1996-11-05,1997-09-21,Active
EA-26013655,365,277,1996-11-19,1997-10-25,Active
CR-95597151,323,234,2021-04-16,2022-05-19,Active
NI-03181735,390,396,2009-04-05,2010-05-04,Active
HP-77319486,414,258,2023-12-31,2024-11-15,Active
BJ-43861446,492,398,2020-06-21,2021-05-09,Active
AO-85949975,329,243,2022-03-09,2023-02-09,Active
WO-54428688,175,348,2005-07-25,2006-06-25,Active
IX-89365038,128,106,2012-09-10,2013-10-25,Active
HS-76280236,410,201,2003-02-12,2003-12-27,Active
EE-93568966,235,141,2018-05-21,2019-05-20,Active
FC-73761937,203,179,1996-06-28,1997-07-11,Active
YI-65345237,244,262,2012-09-02,2013-08-21,Installation of non-compliant equipment
DS-52475362,433,332,1997-11-02,1998-11-18,Active
GM-32829876,371,384,2007-02-05,2007-12-28,Active
EF-19838871,389,119,2020-05-17,2021-05-22,Active
TF-64976553,272,213,2022-09-10,2023-08-26,Active
YQ-81435927,283,347,2005-01-13,2006-01-20,Active
KV-44486025,439,282,2018-12-22,2020-02-10,Active
QY-32576476,241,142,2002-11-14,2003-12-03,Active
DO-14132424,431,183,2000-06-04,2001-05-23,Active
IJ-13634962,288,309,2021-01-29,2022-02-09,Active
JE-13552069,375,101,2007-06-15,2008-06-19,Active
VA-76171135,379,136,2016-06-01,2017-06-26,Active
GR-81374410,388,327,2000-07-16,2001-06-20,Active
US-48415387,494,276,2009-10-29,2010-10-18,Active
AZ-42913121,475,270,2017-07-26,2018-09-22,Active
EW-68476554,322,192,2021-09-25,2022-10-25,Active
VM-25313240,449,166,2018-10-18,2019-09-19,Active
NX-45740511,263,145,2010-03-13,2011-01-31,Active
YZ-00821484,138,158,2008-10-10,2009-11-10,Active
VS-75459718,464,316,2012-08-15,2013-07-25,Active
TY-44124452,326,392,2016-09-28,2017-08-29,Active
BV-65321559,317,205,2020-08-20,2021-08-16,Active
BN-74720955,186,233,2023-03-22,2024-04-02,Active
VJ-56353457,413,205,2001-09-21,2002-10-04,Active
EA-44436201,455,180,1995-06-23,1996-05-04,Expired airworthiness certificate
EC-05971885,117,266,2013-12-26,2015-02-06,Active
LZ-31743124,492,209,2023-03-12,2024-03-08,Active
DC-04729583,487,308,2008-11-16,2009-10-14,Active
YJ-65025048,296,359,1998-03-27,1999-01-27,Active
NF-44585557,258,189,2006-05-06,2007-06-06,Active
IC-44994436,346,171,1997-03-31,1998-03-10,Active
MQ-59488078,389,271,2020-02-05,2021-03-23,Active
RL-30393022,354,356,1998-08-29,1999-07-26,Active
TC-11342689,108,202,1998-11-21,1999-12-27,Active
FI-22443112,458,215,2020-09-06,2021-10-30,Active
ZO-94429535,382,344,2013-03-27,2014-05-07,Active
ZE-04069550,360,292,2024-07-06,2025-08-18,Active
IT-78541889,205,310,2021-07-02,2022-08-15,Active
ZN-84460774,163,211,2016-01-17,2017-03-04,Active
UB-37435350,132,368,2003-03-30,2004-05-18,Active
NC-06866726,281,215,2007-08-23,2008-07-12,Active
CX-28181609,231,353,2021-05-20,2022-05-17,Active
HP-37604280,396,342,2011-12-26,2013-01-24,Active
YR-38768420,256,135,2017-05-01,2018-04-22,Active
YC-73716483,297,258,2018-06-30,2019-07-22,Active
JO-32922436,416,278,2005-09-16,2006-10-31,Active
KN-09678296,448,149,2000-12-30,2002-02-05,Engine or sensors not working
MX-58005393,156,229,2024-05-02,2025-06-05,Active
BM-55322611,419,315,2014-12-24,2015-12-07,Active
CA-09486552,180,137,2009-01-23,2010-03-14,Active
OI-51884360,165,314,2018-07-21,2019-08-24,Active
YN-52467651,109,189,2008-04-15,2009-05-13,Active
PL-24171356,134,347,2011-04-28,2012-03-06,Active
TL-45129958,419,382,2015-12-18,2017-02-02,Unauthorized structural modifications
NT-36250295,150,326,2016-08-23,2017-08-15,Active
IP-44157349,346,110,2016-08-31,2017-10-06,Active
WH-37006193,351,125,2015-10-21,2016-12-13,Active
DZ-11144245,286,121,2001-01-25,2002-02-13,Active
NF-97673607,378,201,2024-02-23,2024-12-25,Active
CC-45907639,124,103,2016-04-06,2017-05-29,Active
IY-49657301,395,146,2014-01-23,2014-12-05,Active
JB-35117601,188,336,2023-01-04,2023-12-26,Active
BM-59525416,388,296,2005-06-26,2006-07-18,Active
TF-89440964,266,171,1996-12-01,1998-01-25,Active
XV-05170783,181,361,2010-02-22,2011-02-20,Active
KZ-08700802,285,363,1999-05-02,2000-04-01,Active
CI-78296675,385,400,2021-05-03,2022-04-05,Active
YZ-85450713,301,372,2002-09-12,2003-09-21,Active
WG-44868816,333,248,2010-02-06,2011-01-09,Active
IX-31068510,466,212,2006-11-06,2007-10-25,Aircraft owned by unauthorized entity
FF-16135969,136,161,1995-06-11,1996-06-22,Active
MI-51070248,133,307,2019-09-04,2020-07-17,Active
DY-12085496,247,399,2000-12-15,2001-12-12,Active
SJ-08174981,379,215,2000-08-24,2001-10-23,Active
FP-01653601,213,351,2019-12-20,2020-12-25,Active
GO-88943330,456,337,2016-08-09,2017-07-05,Active
VF-30751886,399,265,2013-10-18,2014-09-23,Active
HR-14841385,310,366,2021-03-04,2022-02-23,Active
EM-04853692,364,263,2006-07-16,2007-08-07,Active
ZK-64539131,436,400,2004-12-17,2006-01-20,Active
OO-55602650,206,152,2004-06-25,2005-05-15,Active
UT-89980084,197,333,2008-12-12,2010-02-07,Active
XS-26146390,439,349,2011-12-11,2012-11-23,Active
LX-87756466,320,241,2008-11-08,2009-10-08,Active
FT-65390841,239,140,2009-04-17,2010-04-10,Active
SP-32832059,471,264,2007-03-09,2008-04-16,Active
RO-04979836,155,400,2020-02-04,2021-03-28,Active
AO-47068912,202,292,2019-07-28,2020-09-17,Active
MA-19985141,491,199,2018-01-14,2018-12-20,Active
SZ-90540874,370,136,2022-12-08,2024-01-05,Active
OH-76830550,194,371,2021-10-30,2022-10-30,Active
LZ-75612994,325,131,2009-07-02,2010-08-15,Active
JH-09471825,181,389,1996-03-17,1997-03-28,Unauthorized structural modifications
BE-06800333,475,358,1999-12-29,2001-01-23,Active
UZ-39046027,464,202,2013-12-04,2014-10-19,Active
GN-52561852,214,364,1999-07-02,2000-07-22,Active
EW-40149981,413,281,2002-02-11,2002-12-27,Active
QT-65350788,410,195,1999-08-28,2000-09-16,Active
EH-31491407,479,345,2020-04-28,2021-04-02,Active
GE-79601376,176,197,2007-08-28,2008-08-28,Active
HW-72423204,290,288,2011-04-12,2012-05-22,Active
XV-37577684,462,278,2007-02-22,2008-03-26,Active
CG-19494617,135,233,2013-09-12,2014-11-07,Active
RF-18461164,357,344,1997-10-22,1998-12-01,Active
FV-39029281,397,159,2003-04-30,2004-05-11,Active
CO-78156674,132,224,1996-09-29,1997-10-21,Active
QM-96223781,329,196,1995-08-20,1996-08-15,Active
XL-29983273,147,206,2022-10-17,2023-12-03,Active
EU-71059996,387,380,2001-04-02,2002-02-06,Active
YG-76542831,277,353,2020-02-08,2021-03-16,Active
WW-72414364,118,253,2016-03-03,2017-03-18,Active
QX-42782212,453,242,2009-12-10,2011-01-26,Active
QG-07299516,326,387,2007-12-04,2009-01-27,Active
NG-17129747,249,120,2017-05-05,2018-05-22,Missing maintenance logs
LS-82063662,358,221,2019-02-12,2020-03-21,Maintenance not done as scheduled
EB-79899248,302,350,2016-04-26,2017-02-27,Active
LI-91957060,354,146,2000-10-14,2001-11-04,Active
AZ-75626203,364,134,2008-10-05,2009-11-05,Active
WD-05333939,424,385,2014-11-29,2016-01-23,Active
MH-27883287,234,349,2000-05-10,2001-05-07,Missing maintenance logs
NP-27770639,241,277,2022-02-16,2023-03-04,Active
HI-21002213,153,298,2001-08-17,2002-09-14,Active
BV-89394309,146,242,2013-06-03,2014-06-16,Active
AM-51140639,418,129,2005-07-21,2006-08-11,Active
XQ-60715221,237,317,2008-05-01,2009-04-26,Worn-out tires or brakes
QY-24409847,219,211,2002-01-28,2003-02-12,Active
RW-81987279,471,195,2013-10-13,2014-08-28,Active
OM-22011906,373,247,2006-10-28,2007-10-01,Active
EZ-12699960,463,246,2013-08-30,2014-07-23,Active
WP-33355917,288,119,2007-07-01,2008-05-15,Active
VJ-71128374,431,260,1998-01-14,1998-11-26,Active
CR-57389377,167,120,2017-05-29,2018-06-01,Active
SK-02124310,141,203,2004-07-16,2005-06-14,Active
PW-16898879,158,232,2002-03-26,2003-04-21,Active
QW-75591029,141,386,2013-08-23,2014-09-05,Violation of weight or fuel regulations
WF-68272145,355,370,2002-01-10,2003-01-09,Active
BR-65601550,371,188,2017-12-13,2019-01-04,Active
BD-49637750,472,239,2008-10-17,2009-10-28,Active
UE-18349695,251,114,2011-07-09,2012-06-04,Active
UU-86799843,452,384,1997-05-30,1998-05-06,Active
MS-62395330,359,213,1999-04-04,2000-06-01,Active
YH-29489639,136,381,2003-01-24,2004-01-18,Active
IS-15816176,324,384,2017-06-12,2018-05-04,Active
FB-14977568,227,292,2008-01-26,2008-12-25,Active
HZ-64326551,500,351,2021-05-16,2022-06-13,Active
ES-46602615,374,144,2006-10-06,2007-08-23,Active
RT-47109627,264,324,2010-07-10,2011-07-26,Active
TJ-89717185,204,107,2005-08-09,2006-09-11,Active
FS-62680833,122,260,2024-06-28,2025-07-22,Active
HF-43441777,454,288,2023-01-31,2024-02-27,Active
AF-76667011,469,192,1998-10-22,1999-09-15,Active
WK-69241007,315,395,2022-07-25,2023-07-21,Active
AU-31204843,497,324,2012-01-24,2013-03-17,Active
BC-83451110,490,154,2019-05-04,2020-06-26,Active
IS-32004634,208,315,2023-08-09,2024-07-04,Active
XX-03433175,409,242,2018-07-11,2019-06-08,Active
JJ-47931403,255,293,2022-07-24,2023-09-21,Active
PO-84761961,346,304,1995-10-12,1996-11-16,Active
PF-35442548,283,158,2018-11-13,2019-11-20,Active
GW-36292896,100,118,1995-05-27,1996-06-16,Active
ZN-01682033,153,184,2006-02-13,2007-03-12,Active
IB-22593953,466,298,2019-12-29,2020-12-12,Active
ZU-82972151,236,101,2003-03-22,2004-01-29,Active
FH-78127574,471,146,2016-04-17,2017-02-18,Active
MK-43342354,336,255,2007-02-08,2008-01-23,Active
DG-11083333,373,250,2011-08-16,2012-09-04,Active
QV-14773475,377,355,1997-04-15,1998-05-24,Active
YC-77942034,300,190,2007-05-13,2008-06-14,Active
OE-36971660,253,275,2009-07-05,2010-08-25,Violation of weight or fuel regulations
GE-78634485,148,114,2007-07-07,2008-07-31,Active
YO-73977270,302,386,2009-09-28,2010-08-13,Active
KS-36619808,395,114,1995-12-12,1997-01-21,Active
TW-79637571,124,159,2019-03-03,2020-01-18,Active
OK-89921783,214,363,2021-10-12,2022-11-17,Active
YG-11625499,141,110,1996-07-17,1997-08-20,Active
VB-12223394,313,305,2016-01-25,2017-02-08,Active
JQ-24709087,172,252,2009-07-29,2010-08-26,Active
KU-67350678,385,286,2001-04-10,2002-03-22,Active
PQ-96428947,460,110,2005-08-12,2006-07-04,Active
VJ-20459325,482,133,2008-07-01,2009-06-22,Active
TA-06118121,296,270,2022-11-01,2023-11-19,Active
GB-37397682,403,265,1999-08-21,2000-07-22,Active
BX-07496700,364,186,1999-08-17,2000-09-04,Active
BM-73226859,277,350,1995-08-14,1996-08-10,Active
OK-67535521,313,340,2010-06-06,2011-06-20,Active
WV-07415528,208,296,2015-11-19,2016-10-13,Active
VG-78109547,243,234,2010-03-17,2011-01-24,Use for illegal activities (e.g. smuggling)
IM-29288972,498,175,2013-10-11,2014-09-10,Active
FM-06229483,245,247,1997-01-27,1997-12-06,Active
SB-09824465,346,358,2019-08-26,2020-09-13,Active
RP-97077028,105,245,1996-11-08,1997-11-15,Active
QG-59582161,188,247,2008-03-02,2009-03-14,Active
MM-07391200,266,200,2019-03-11,2020-01-31,Active
VN-95719125,416,222,2015-01-17,2016-03-07,Active
NR-88616019,464,391,2000-09-26,2001-10-04,Active
PG-12007637,134,297,2018-09-22,2019-10-09,Active
VG-85084043,145,379,2013-07-12,2014-08-16,Active
AW-32990803,142,310,2006-11-21,2007-11-16,Active
YY-63110213,136,266,2020-09-07,2021-07-29,Active
RJ-21707817,384,233,2019-01-27,2020-01-21,Active
YD-69902630,299,298,1995-05-30,1996-05-21,Active
NH-20250313,160,194,2019-10-20,2020-08-29,Active
ZV-36313205,400,255,2024-10-06,2025-10-07,Active
LV-27817099,476,397,2008-10-24,2009-11-29,Active
TU-40099049,354,178,2007-11-06,2008-09-20,Active
IZ-62925405,136,178,2014-07-01,2015-05-10,Active
SW-70561209,496,186,2021-05-25,2022-06-30,Active
PI-74720997,487,237,2024-06-06,2025-06-20,Active
RC-29008425,435,213,2023-04-13,2024-03-27,Active
VV-37829196,372,148,2008-01-21,2009-01-09,Active
VO-36187172,481,151,2013-02-07,2013-12-09,Active
KX-16062342,360,363,2006-04-01,2007-05-15,Active
GH-89108349,105,199,2016-12-18,2017-10-27,Active
QE-90096317,441,309,2015-06-23,2016-05-30,Active
DT-50268094,213,145,2025-05-01,2026-05-28,Active
JY-84914544,142,136,2015-06-18,2016-08-05,Active
ZB-16975373,106,155,2023-12-22,2024-10-26,Active
AV-04230621,179,300,1998-04-01,1999-03-27,Active
DI-85032329,240,207,2019-08-26,2020-09-29,Active
GR-61539008,136,224,2023-05-29,2024-07-21,Active
TX-98490311,184,211,2012-02-20,2013-01-21,Active
QL-93590899,484,152,1996-05-23,1997-06-10,Active
MS-64870871,258,220,2025-02-08,2026-01-22,Active
GR-64177206,123,233,2019-12-03,2021-01-17,Active
OJ-28012857,370,135,2016-10-30,2017-09-18,Active
ME-88136402,182,259,2010-10-03,2011-08-25,Active
JJ-12148706,210,109,2005-01-04,2006-02-01,Active
RW-57059078,183,375,2004-12-20,2005-12-23,Active
EQ-16298440,230,382,1997-10-12,1998-09-25,Active
OY-95170456,168,348,2016-11-12,2017-10-18,Active
XB-23483998,307,357,2024-06-11,2025-07-23,Active
CH-62649737,336,140,1997-10-27,1998-11-19,Active
VE-79794654,365,319,2022-11-02,2023-12-01,Active
WR-47755634,495,368,2016-02-29,2017-04-29,Active
BF-13224350,270,348,1995-05-23,1996-05-14,Active
LP-74508220,134,223,2002-07-29,2003-08-19,Active
KH-76568878,392,122,2009-04-10,2010-04-03,Active
TF-35296255,462,195,2003-02-23,2004-03-02,Active
MK-57547102,125,259,2001-03-07,2002-01-09,Active
HJ-86465658,433,261,2000-05-01,2001-06-29,Active
ND-47901487,182,175,2008-07-26,2009-09-02,Active
HD-75681395,219,389,2016-01-28,2017-02-15,Active
IN-21928321,414,162,2013-03-09,2014-04-14,Installation of non-compliant equipment
HU-06586046,432,120,2005-09-27,2006-09-01,Active
XT-33456846,431,320,1997-07-20,1998-09-14,Active
DX-37294080,155,336,1999-07-04,2000-05-18,Active
JF-62937449,180,101,2011-01-12,2012-03-05,Active
MV-77846131,458,276,2006-06-28,2007-07-05,Active
ZJ-19242473,389,353,1996-07-11,1997-08-06,Active
KK-59464876,437,242,2014-07-15,2015-06-12,Active
FD-86101616,496,382,2014-02-20,2014-12-27,Active
JD-01742308,447,195,2007-05-26,2008-05-18,Active
FT-66565048,259,392,2023-10-10,2024-11-02,Active
UI-39309513,338,343,2012-10-25,2013-12-04,Active
CM-61335870,107,138,2019-10-14,2020-10-25,Active
PF-65604787,148,112,2006-05-22,2007-06-09,Active
LA-18795158,483,372,2009-12-14,2011-01-15,Active
DR-97933198,231,208,2017-03-20,2018-03-30,Active
WS-40440914,305,179,2022-01-09,2023-01-02,Active
DB-03072741,432,125,2021-08-10,2022-07-02,Active
KU-55763182,155,204,2005-10-20,2006-12-09,Active
NW-83231815,136,399,2016-11-04,2017-12-17,Active
GF-11849453,450,366,2000-07-08,2001-08-26,Active
XH-68332518,286,266,2011-04-09,2012-05-23,Active
OG-81919701,156,280,1997-12-23,1999-01-05,Active
DO-45029311,439,304,2013-01-01,2014-01-11,Active
HV-95320067,394,242,2023-08-31,2024-10-20,Active
UM-18189224,236,179,2019-07-26,2020-06-14,Active
AJ-34364472,240,330,2011-06-05,2012-07-07,Active
OL-83255705,253,270,2001-05-02,2002-04-18,Active
AK-16114828,420,362,2018-05-03,2019-06-16,Active
SI-26595634,371,163,2022-01-07,2022-11-10,Active
KN-91417251,195,204,2014-04-02,2015-05-16,Missing maintenance logs
US-11642652,183,313,2009-09-08,2010-07-19,Active
TH-77401482,283,106,2000-07-02,2001-07-22,Active
FE-01294161,389,339,2014-01-10,2015-01-26,Active
PH-44010440,104,284,1996-10-29,1997-11-08,Active
AJ-36045805,431,277,2007-05-27,2008-04-22,Active
JO-73237674,477,369,2012-02-12,2013-02-27,Active
JF-66047882,471,115,2010-09-02,2011-10-27,Active
WS-18622410,285,236,2000-06-13,2001-04-22,Active
YS-74169896,251,205,2009-10-21,2010-11-13,Active
KS-17478176,149,276,2021-10-23,2022-12-10,Active
RI-86836432,298,118,2007-05-16,2008-05-20,Active
SS-84681040,138,271,2006-05-16,2007-04-11,Active
XF-69775952,385,159,2015-09-16,2016-10-26,Active
ZV-36003898,431,278,1998-07-15,1999-08-24,Active
PU-57653411,249,242,2013-08-07,2014-09-01,Active
EG-51744663,104,214,1997-08-03,1998-06-18,Active
MQ-61046663,213,349,2017-05-06,2018-03-29,Active
GL-08759310,148,330,2015-08-11,2016-07-10,Active
NP-39246220,274,331,2010-11-19,2011-11-14,Active
IL-10384527,429,132,2004-10-14,2005-12-01,Active
WP-72397597,369,219,2012-12-05,2013-10-28,Active
JL-50591380,446,380,2025-03-17,2026-04-10,Active
GV-78889565,376,301,2015-12-26,2017-01-07,Active
EO-01729369,166,179,1997-01-28,1997-12-29,Active
WJ-24569670,296,129,2003-04-24,2004-04-02,Active
BC-24891326,437,378,1995-11-06,1996-10-31,Active
FP-89111748,441,351,2016-08-16,2017-09-18,Active
XM-13519576,408,115,2007-04-10,2008-05-07,Active
SZ-20036772,240,318,1999-12-24,2001-02-08,Maintenance not done as scheduled
ZR-27187776,421,313,1999-12-02,2001-01-01,Active
FR-29425628,458,249,2015-07-19,2016-06-26,Active
JB-15780630,453,287,2021-10-12,2022-12-03,Active
OC-04577753,135,365,2009-02-10,2010-03-15,Active
GY-80054770,107,377,2010-02-27,2011-03-11,Active
FD-07951098,163,166,2012-03-29,2013-05-10,Active
IB-94467573,450,107,2023-06-14,2024-06-12,Active
UY-03175739,321,173,2012-03-22,2013-02-20,Active
XC-85533625,184,186,2024-10-13,2025-08-28,Active
CW-53810188,159,345,2012-04-16,2013-05-06,Active
LP-77017077,199,114,2015-11-16,2016-10-31,Active
GU-29035686,152,332,2022-05-24,2023-07-07,Active
LG-47385718,280,264,2019-12-23,2020-11-11,Active
LD-95418031,190,225,2006-02-15,2006-12-31,Active
HP-89683207,187,152,2024-12-25,2025-11-17,Active
HJ-42543939,409,204,2001-06-11,2002-07-10,Active
NX-82112158,308,156,2002-05-08,2003-06-28,Active
RD-73434815,439,277,2019-11-30,2020-10-09,Active
WJ-29777760,442,244,2000-11-29,2002-01-21,Expired airworthiness certificate
IS-94464066,425,200,2019-05-03,2020-06-16,Active
OQ-36957105,167,289,2018-03-18,2019-04-12,Active
DV-18905861,447,303,2019-11-22,2021-01-16,Active
AI-29580606,421,234,2001-08-06,2002-07-07,Active
NA-63162983,111,317,2014-12-09,2015-11-28,Active
DE-45535866,319,216,1999-08-21,2000-08-04,Active
NC-91021212,249,374,2010-06-06,2011-06-18,Active
DA-11027945,164,157,1998-12-10,1999-11-20,Active
UY-58574924,344,109,2001-04-10,2002-05-06,Active
DX-08424195,146,190,2019-08-29,2020-08-15,Active
BF-50362455,401,151,2017-12-03,2018-12-25,Active
TD-96387532,357,241,2016-02-25,2017-02-18,Active
TW-83338157,495,226,2006-01-30,2007-02-16,Active
GO-10405130,489,248,2015-12-01,2016-10-21,Active
RR-60154524,104,122,2009-12-01,2010-10-04,Active
HB-03839835,202,179,2001-12-25,2003-02-20,Active
QW-81607039,346,165,1996-10-08,1997-09-12,Active
BL-25687450,121,116,2024-03-17,2025-04-03,Active
YP-71533785,354,329,1999-04-18,2000-03-11,Active
QW-74096830,340,344,2012-02-26,2013-03-12,Active
FW-96431829,395,101,2012-03-11,2013-02-26,Active
RL-09153993,472,161,2024-11-02,2025-10-12,Active
AO-93560351,371,305,2006-10-14,2007-10-11,Active
UA-16181253,474,158,2023-02-05,2024-02-10,Active
JV-61306578,347,179,2021-07-29,2022-08-16,Active
JO-13778654,478,312,2019-10-18,2020-11-26,Active
QR-27587330,302,128,2015-12-24,2017-02-12,Active
DM-33113289,264,294,2009-03-25,2010-01-29,Active
RR-52169977,307,157,2002-06-11,2003-05-29,Active
VW-17017448,449,129,2000-05-07,2001-05-07,Active
BT-06867059,357,175,2001-11-28,2002-12-12,Active
UH-10133809,351,388,2001-09-27,2002-10-20,Active
UA-31594056,165,346,2010-02-02,2011-03-13,Active
DV-74842089,490,273,2015-04-16,2016-05-22,Active
DL-43558703,173,355,2005-11-22,2006-10-24,Active
VR-21645883,138,178,2023-01-02,2023-11-06,Active
WB-22278153,440,244,2007-10-21,2008-11-08,Active
WK-18115686,224,152,2013-08-16,2014-07-10,Active
ZP-78031753,362,378,2012-12-05,2014-01-28,Active
KM-93823877,211,206,2009-10-25,2010-12-08,Active
QJ-76375693,465,145,2000-11-05,2001-11-03,Active
OC-37935134,202,332,2020-12-18,2021-11-30,Active
HS-93235421,310,326,2013-03-05,2014-03-30,Active
LG-64606360,428,359,2012-03-25,2013-04-22,Active
KI-43020298,421,121,2014-10-03,2015-10-16,Active
IT-52688673,106,318,2023-08-06,2024-07-03,Active
NU-02258662,211,337,1999-01-11,1999-12-25,Active
IL-08075607,179,168,2023-01-09,2023-12-23,Active
CK-90808671,310,208,2010-06-11,2011-04-27,Active
YO-89179158,116,320,2021-01-07,2021-12-25,Active
NP-54699679,443,121,2013-03-20,2014-04-23,Engine or sensors not working
