AircraftID,RegistrationNumber,ICAOTypeCode,Model,Manufacturer,FlightStatus,OwnerAirlineID,CreatedAt,UpdatedAt
8006,AY-96909881,A346,Airbus A340-600,Airbus,Active,161,1747301388,1747301388
8007,LW-46953068,A310,Airbus A310-200,Airbus,Maintenance,317,1747301388,1747301388
8008,GF-06643459,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Active,178,1747301388,1747301388
8009,CM-84745277,A35K,Airbus A350-1000,Airbus,Active,216,1747301388,1747301388
8010,HF-46207371,AN12,Antonov An-12,Antonov,Active,313,1747301388,1747301388
8011,YX-61653563,AN72,Antonov An-72 / An-74,Antonov,Active,39,1747301388,1747301388
8012,KG-13477463,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,475,1747301388,1747301388
8013,HQ-53537299,B3XM,Boeing 737 MAX 10,Boeing,Active,365,1747301388,1747301388
8014,TG-60697457,A319,Airbus A319,Airbus,Maintenance,107,1747301388,1747301388
8015,FW-19230057,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,506,1747301388,1747301388
8016,LZ-21170314,AN30,Antonov An-30,Antonov,Maintenance,646,1747301388,1747301388
8017,JB-97702822,A319,Airbus A319,Airbus,Active,491,1747301388,1747301388
8018,MQ-98331902,A321,Airbus A321,Airbus,Active,272,1747301388,1747301388
8019,TG-41922033,A21N,Airbus A321neo,Airbus,Active,291,1747301388,1747301388
8020,BR-18039577,AN30,Antonov An-30,Antonov,Maintenance,453,1747301388,1747301388
8021,AZ-78114646,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,201,1747301388,1747301388
8022,UD-67229827,A225,Antonov An-225 Mriya,Antonov,Active,298,1747301388,1747301388
8023,UO-69573653,A320,Airbus A320,Airbus,Maintenance,284,1747301388,1747301388
8024,OP-14617919,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,162,1747301388,1747301388
8025,DG-24317424,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,650,1747301388,1747301388
8026,SU-99829698,A346,Airbus A340-600,Airbus,Maintenance,626,1747301388,1747301388
8027,PC-36033822,AN72,Antonov An-72 / An-74,Antonov,Maintenance,382,1747301388,1747301388
8028,FH-03659368,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,296,1747301388,1747301388
8029,UX-51132180,A748,Hawker Siddeley HS 748,Hawker,Maintenance,101,1747301388,1747301388
8030,UR-50709116,A225,Antonov An-225 Mriya,Antonov,Active,464,1747301388,1747301388
8031,FH-71211266,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,358,1747301388,1747301388
8032,KA-74576837,A400,Airbus A400M Atlas,Airbus,Active,519,1747301388,1747301388
8033,SD-73137029,A225,Antonov An-225 Mriya,Antonov,Active,241,1747301388,1747301388
8034,OH-48338858,A339,Airbus A330-900,Airbus,Maintenance,587,1747301388,1747301388
8035,VP-18504669,A339,Airbus A330-900,Airbus,Active,477,1747301388,1747301388
8036,NT-70263310,B39M,Boeing 737 MAX 9,Boeing,Maintenance,12,1747301388,1747301388
8037,KE-01694991,AN28,Antonov An-28,Antonov,Maintenance,196,1747301388,1747301388
8038,EJ-01459856,A333,Airbus A330-300,Airbus,Active,486,1747301388,1747301388
8039,PW-45149434,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,17,1747301388,1747301388
8040,VE-34818173,B37M,Boeing 737 MAX 7,Boeing,Active,621,1747301388,1747301388
8041,ZL-66443413,AJ27,Comac ARJ21-700 / C909,Comac,Active,369,1747301388,1747301388
8042,XT-41856139,A140,Antonov An-140,Antonov,Maintenance,62,1747301388,1747301388
8043,XX-97563015,B39M,Boeing 737 MAX 9,Boeing,Active,576,1747301388,1747301388
8044,ZL-62904866,A225,Antonov An-225 Mriya,Antonov,Active,431,1747301388,1747301388
8045,HH-39656863,A388,Airbus A380-800,Airbus,Maintenance,67,1747301388,1747301388
8046,QI-43421807,B38M,Boeing 737 MAX 8,Boeing,Active,337,1747301388,1747301388
8047,SX-57195067,A359,Airbus A350-900,Airbus,Maintenance,447,1747301388,1747301388
8048,WJ-18058355,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,322,1747301388,1747301388
8049,EL-68661498,AN24,Antonov An-24,Antonov,Maintenance,249,1747301388,1747301388
8050,MA-48235066,A306,Airbus A300-600,Airbus,Maintenance,48,1747301388,1747301388
8051,CF-79831601,A359,Airbus A350-900,Airbus,Maintenance,322,1747301388,1747301388
8052,VA-19596173,A342,Airbus A340-200,Airbus,Active,546,1747301388,1747301388
8053,AF-05641885,A140,Antonov An-140,Antonov,Maintenance,529,1747301388,1747301388
8054,UZ-55018280,AN72,Antonov An-72 / An-74,Antonov,Maintenance,205,1747301388,1747301388
8055,NN-48883259,A140,Antonov An-140,Antonov,Maintenance,33,1747301388,1747301388
8056,NO-48506552,ATP,British Aerospace ATP,British,Maintenance,430,1747301388,1747301388
8057,UP-72003321,A124,Antonov An-124 Ruslan,Antonov,Maintenance,481,1747301388,1747301388
8058,II-99757884,ATP,British Aerospace ATP,British,Active,516,1747301388,1747301388
8059,TS-74282699,ATP,British Aerospace ATP,British,Active,97,1747301388,1747301388
8060,PD-35977376,AN12,Antonov An-12,Antonov,Active,326,1747301388,1747301388
8061,MI-95347599,A339,Airbus A330-900,Airbus,Maintenance,494,1747301388,1747301388
8062,DF-37985682,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,55,1747301388,1747301388
8063,DJ-26591957,A158,Antonov An-158,Antonov,Active,355,1747301388,1747301388
8064,HY-75573002,A333,Airbus A330-300,Airbus,Active,89,1747301388,1747301388
8065,AQ-41257449,A140,Antonov An-140,Antonov,Active,157,1747301388,1747301388
8066,LN-44315059,B37M,Boeing 737 MAX 7,Boeing,Maintenance,237,1747301388,1747301388
8067,NT-07158995,AN30,Antonov An-30,Antonov,Active,6,1747301388,1747301388
8068,VW-26062750,A400,Airbus A400M Atlas,Airbus,Active,190,1747301388,1747301388
8069,OC-06738440,AN12,Antonov An-12,Antonov,Active,126,1747301388,1747301388
8070,SU-88295428,B3XM,Boeing 737 MAX 10,Boeing,Active,245,1747301388,1747301388
8071,AL-08082412,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,326,1747301388,1747301388
8072,PT-35656911,A345,Airbus A340-500,Airbus,Maintenance,300,1747301388,1747301388
8073,OJ-49621017,A359,Airbus A350-900,Airbus,Active,330,1747301388,1747301388
8074,OS-95954548,A140,Antonov An-140,Antonov,Maintenance,85,1747301388,1747301388
8075,TW-30339510,AN24,Antonov An-24,Antonov,Maintenance,465,1747301388,1747301388
8076,TV-95967967,A321,Airbus A321,Airbus,Maintenance,470,1747301388,1747301388
8077,WO-04915888,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,517,1747301388,1747301388
8078,BZ-59675655,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,242,1747301388,1747301388
8079,WU-88108227,A19N,Airbus A319neo,Airbus,Maintenance,618,1747301388,1747301388
8080,FT-11646579,A342,Airbus A340-200,Airbus,Active,376,1747301388,1747301388
8081,YU-61276715,AN12,Antonov An-12,Antonov,Active,588,1747301388,1747301388
8082,GJ-46349204,A148,Antonov An-148,Antonov,Active,35,1747301388,1747301388
8083,YQ-55116603,A225,Antonov An-225 Mriya,Antonov,Active,415,1747301388,1747301388
8084,UB-37425555,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,286,1747301388,1747301388
8085,HM-02143836,A320,Airbus A320,Airbus,Active,191,1747301388,1747301388
8086,AE-66618093,AN28,Antonov An-28,Antonov,Active,95,1747301388,1747301388
8087,ZV-63848479,A140,Antonov An-140,Antonov,Active,30,1747301388,1747301388
8088,SE-66036583,B39M,Boeing 737 MAX 9,Boeing,Active,503,1747301388,1747301388
8089,GY-19715218,B190,Beechcraft 1900,Beechcraft,Active,87,1747301388,1747301388
8090,EE-92331351,A359,Airbus A350-900,Airbus,Maintenance,356,1747301388,1747301388
8091,QH-58290320,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,626,1747301388,1747301388
8092,ZV-07726859,A21N,Airbus A321neo,Airbus,Maintenance,496,1747301388,1747301388
8093,OT-27044404,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,109,1747301388,1747301388
8094,OH-57656283,B190,Beechcraft 1900,Beechcraft,Maintenance,407,1747301388,1747301388
8095,AM-39304936,B39M,Boeing 737 MAX 9,Boeing,Active,28,1747301388,1747301388
8096,IR-99932847,A339,Airbus A330-900,Airbus,Active,454,1747301388,1747301388
8097,TD-54846921,A342,Airbus A340-200,Airbus,Active,469,1747301388,1747301388
8098,RT-53083261,A306,Airbus A300-600,Airbus,Maintenance,40,1747301388,1747301388
8099,VU-79109452,AN24,Antonov An-24,Antonov,Active,126,1747301388,1747301388
8100,MS-94848594,A225,Antonov An-225 Mriya,Antonov,Maintenance,635,1747301388,1747301388
8101,DZ-39075362,A124,Antonov An-124 Ruslan,Antonov,Active,218,1747301388,1747301388
8102,QJ-14888290,AJ27,Comac ARJ21-700 / C909,Comac,Active,9,1747301388,1747301388
8103,JC-04488079,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,517,1747301388,1747301388
8104,JS-56104261,A306,Airbus A300-600,Airbus,Maintenance,479,1747301388,1747301388
8105,OL-74286800,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,39,1747301388,1747301388
8106,WQ-47846387,A35K,Airbus A350-1000,Airbus,Maintenance,325,1747301388,1747301388
8107,BM-38391804,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Active,254,1747301388,1747301388
8108,TF-98525061,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,380,1747301388,1747301388
8109,ZW-09236962,A400,Airbus A400M Atlas,Airbus,Maintenance,232,1747301388,1747301388
8110,NT-77110887,A342,Airbus A340-200,Airbus,Active,313,1747301388,1747301388
8111,WQ-73766206,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,110,1747301388,1747301388
8112,JB-83631754,AN72,Antonov An-72 / An-74,Antonov,Active,614,1747301388,1747301388
8113,WJ-92690034,A359,Airbus A350-900,Airbus,Active,120,1747301388,1747301388
8114,RQ-47902302,A342,Airbus A340-200,Airbus,Active,251,1747301388,1747301388
8115,UF-21592863,AN32,Antonov An-32,Antonov,Active,425,1747301388,1747301388
8116,YE-08285136,A359,Airbus A350-900,Airbus,Active,580,1747301388,1747301388
8117,BO-66927520,A346,Airbus A340-600,Airbus,Active,115,1747301388,1747301388
8118,VN-31170709,AN28,Antonov An-28,Antonov,Active,282,1747301388,1747301388
8119,OF-93122478,A332,Airbus A330-200,Airbus,Maintenance,53,1747301388,1747301388
8120,DL-51957939,A320,Airbus A320,Airbus,Maintenance,49,1747301388,1747301388
8121,XJ-63732378,A359,Airbus A350-900,Airbus,Active,98,1747301388,1747301388
8122,MO-83845863,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,512,1747301388,1747301388
8123,VU-47791301,A318,Airbus A318,Airbus,Maintenance,547,1747301388,1747301388
8124,LE-77863070,A343,Airbus A340-300,Airbus,Active,463,1747301388,1747301388
8125,CQ-87999507,A225,Antonov An-225 Mriya,Antonov,Maintenance,497,1747301388,1747301388
8126,XY-71161508,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Active,415,1747301388,1747301388
8127,RL-94837608,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,36,1747301388,1747301388
8128,YF-74915257,A342,Airbus A340-200,Airbus,Maintenance,507,1747301388,1747301388
8129,YR-17788256,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Active,203,1747301388,1747301388
8130,FW-19547459,A339,Airbus A330-900,Airbus,Maintenance,73,1747301388,1747301388
8131,EB-74627312,A343,Airbus A340-300,Airbus,Maintenance,472,1747301388,1747301388
8132,RD-19165911,ATP,British Aerospace ATP,British,Active,314,1747301388,1747301388
8133,WP-13295843,A124,Antonov An-124 Ruslan,Antonov,Active,175,1747301388,1747301388
8134,SM-25058089,AN32,Antonov An-32,Antonov,Active,143,1747301388,1747301388
8135,TF-69825758,A318,Airbus A318,Airbus,Active,141,1747301388,1747301388
8136,SF-31363749,B37M,Boeing 737 MAX 7,Boeing,Active,488,1747301388,1747301388
8137,WF-62506675,A346,Airbus A340-600,Airbus,Maintenance,93,1747301388,1747301388
8138,BY-30910816,A20N,Airbus A320neo,Airbus,Active,11,1747301388,1747301388
8139,XW-90049454,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,198,1747301388,1747301388
8140,GR-15724715,A359,Airbus A350-900,Airbus,Maintenance,254,1747301388,1747301388
8141,TN-31080093,A124,Antonov An-124 Ruslan,Antonov,Active,415,1747301388,1747301388
8142,VQ-00030224,A342,Airbus A340-200,Airbus,Maintenance,531,1747301388,1747301388
8143,HH-42690212,AN32,Antonov An-32,Antonov,Maintenance,173,1747301388,1747301388
8144,OA-51537691,AN28,Antonov An-28,Antonov,Active,308,1747301388,1747301388
8145,EA-78757568,AN72,Antonov An-72 / An-74,Antonov,Active,326,1747301388,1747301388
8146,DE-98693037,A148,Antonov An-148,Antonov,Maintenance,528,1747301388,1747301388
8147,ZW-74753064,A333,Airbus A330-300,Airbus,Active,31,1747301388,1747301388
8148,JW-92372590,A339,Airbus A330-900,Airbus,Active,541,1747301388,1747301388
8149,VG-02638925,A346,Airbus A340-600,Airbus,Maintenance,267,1747301388,1747301388
8150,JK-41446664,A148,Antonov An-148,Antonov,Active,497,1747301388,1747301388
8151,YV-88100307,A21N,Airbus A321neo,Airbus,Active,318,1747301388,1747301388
8152,VF-54990172,AN32,Antonov An-32,Antonov,Maintenance,589,1747301388,1747301388
8153,JB-45978666,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Maintenance,400,1747301388,1747301388
8154,TL-93250834,A21N,Airbus A321neo,Airbus,Maintenance,159,1747301388,1747301388
8155,EF-77280181,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,233,1747301388,1747301388
8156,QK-04037215,A321,Airbus A321,Airbus,Active,564,1747301388,1747301388
8157,FN-75423900,A332,Airbus A330-200,Airbus,Active,9,1747301388,1747301388
8158,TK-44949936,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,559,1747301388,1747301388
8159,YQ-31287886,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,385,1747301388,1747301388
8160,QA-89824488,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,592,1747301388,1747301388
8161,IQ-72248735,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,43,1747301388,1747301388
8162,DZ-11763639,A400,Airbus A400M Atlas,Airbus,Maintenance,398,1747301388,1747301388
8163,VH-30786848,A338,Airbus A330-800,Airbus,Active,157,1747301388,1747301388
8164,PP-76184154,A359,Airbus A350-900,Airbus,Maintenance,577,1747301388,1747301388
8165,HP-25932682,B39M,Boeing 737 MAX 9,Boeing,Maintenance,370,1747301388,1747301388
8166,ST-05543136,A343,Airbus A340-300,Airbus,Active,112,1747301388,1747301388
8167,IR-27988884,A338,Airbus A330-800,Airbus,Maintenance,465,1747301388,1747301388
8168,QN-35040343,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,232,1747301388,1747301388
8169,QM-25968379,A345,Airbus A340-500,Airbus,Active,401,1747301388,1747301388
8170,FM-63271280,A346,Airbus A340-600,Airbus,Active,335,1747301388,1747301388
8171,VU-23991395,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,233,1747301388,1747301388
8172,MB-11504503,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,403,1747301388,1747301388
8173,WO-99983638,A319,Airbus A319,Airbus,Active,14,1747301388,1747301388
8174,CU-90731233,AJ27,Comac ARJ21-700 / C909,Comac,Maintenance,273,1747301388,1747301388
8175,WA-56218175,AN72,Antonov An-72 / An-74,Antonov,Active,41,1747301388,1747301388
8176,DK-18555458,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,245,1747301388,1747301388
8177,KG-81129016,B38M,Boeing 737 MAX 8,Boeing,Maintenance,482,1747301388,1747301388
8178,XZ-80639413,A318,Airbus A318,Airbus,Active,481,1747301388,1747301388
8179,NJ-40094819,A19N,Airbus A319neo,Airbus,Maintenance,152,1747301388,1747301388
8180,NK-80755952,A342,Airbus A340-200,Airbus,Active,42,1747301388,1747301388
8181,HD-66109771,A124,Antonov An-124 Ruslan,Antonov,Maintenance,386,1747301388,1747301388
8182,LJ-20288020,B39M,Boeing 737 MAX 9,Boeing,Maintenance,14,1747301388,1747301388
8183,IL-05770569,A345,Airbus A340-500,Airbus,Maintenance,425,1747301388,1747301388
8184,GB-68212306,AN32,Antonov An-32,Antonov,Active,281,1747301388,1747301388
8185,PE-43547020,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,244,1747301388,1747301388
8186,DR-32717460,A339,Airbus A330-900,Airbus,Maintenance,231,1747301388,1747301388
8187,RL-74792772,AN28,Antonov An-28,Antonov,Maintenance,386,1747301388,1747301388
8188,LJ-59873754,A338,Airbus A330-800,Airbus,Active,562,1747301388,1747301388
8189,IS-57829262,AN12,Antonov An-12,Antonov,Maintenance,492,1747301388,1747301388
8190,KE-18364735,A343,Airbus A340-300,Airbus,Active,110,1747301388,1747301388
8191,WK-12700839,A748,Hawker Siddeley HS 748,Hawker,Active,464,1747301388,1747301388
8192,XV-22317548,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,493,1747301388,1747301388
8193,HX-06971843,ATP,British Aerospace ATP,British,Maintenance,158,1747301388,1747301388
8194,HU-26386897,A35K,Airbus A350-1000,Airbus,Maintenance,560,1747301388,1747301388
8195,NZ-81152904,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,204,1747301388,1747301388
8196,LW-63928344,A338,Airbus A330-800,Airbus,Maintenance,403,1747301388,1747301388
8197,QF-16032410,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,611,1747301388,1747301388
8198,ML-90384854,AN32,Antonov An-32,Antonov,Active,60,1747301388,1747301388
8199,LL-65428819,A124,Antonov An-124 Ruslan,Antonov,Maintenance,207,1747301388,1747301388
8200,EA-01413568,A400,Airbus A400M Atlas,Airbus,Maintenance,471,1747301388,1747301388
8201,XU-01208206,A333,Airbus A330-300,Airbus,Active,210,1747301388,1747301388
8202,WX-01266649,A225,Antonov An-225 Mriya,Antonov,Active,487,1747301388,1747301388
8203,QY-45484260,A359,Airbus A350-900,Airbus,Active,205,1747301388,1747301388
8204,JT-25053455,A748,Hawker Siddeley HS 748,Hawker,Active,229,1747301388,1747301388
8205,OY-95405322,AN30,Antonov An-30,Antonov,Maintenance,217,1747301388,1747301388
8206,IM-02332221,A345,Airbus A340-500,Airbus,Active,572,1747301388,1747301388
8207,TG-34101631,A320,Airbus A320,Airbus,Active,554,1747301388,1747301388
8208,XT-56859056,A306,Airbus A300-600,Airbus,Active,292,1747301388,1747301388
8209,OP-88586339,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,252,1747301388,1747301388
8210,DO-25945619,A346,Airbus A340-600,Airbus,Active,130,1747301388,1747301388
8211,QU-57368384,AN24,Antonov An-24,Antonov,Maintenance,276,1747301388,1747301388
8212,VN-15647063,ATP,British Aerospace ATP,British,Active,302,1747301388,1747301388
8213,JP-96831035,A359,Airbus A350-900,Airbus,Active,151,1747301388,1747301388
8214,PC-08784614,A124,Antonov An-124 Ruslan,Antonov,Maintenance,508,1747301388,1747301388
8215,JY-74077209,A20N,Airbus A320neo,Airbus,Active,475,1747301388,1747301388
8216,CK-43333813,A140,Antonov An-140,Antonov,Active,620,1747301388,1747301388
8217,JP-06739298,A225,Antonov An-225 Mriya,Antonov,Maintenance,5,1747301388,1747301388
8218,GV-37599703,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,84,1747301388,1747301388
8219,DL-75918437,A343,Airbus A340-300,Airbus,Active,163,1747301388,1747301388
8220,QC-87742771,B3XM,Boeing 737 MAX 10,Boeing,Active,39,1747301388,1747301388
8221,TP-17254517,A346,Airbus A340-600,Airbus,Maintenance,283,1747301388,1747301388
8222,BU-71840554,B38M,Boeing 737 MAX 8,Boeing,Active,315,1747301388,1747301388
8223,TA-05404088,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,85,1747301388,1747301388
8224,PJ-57058718,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,175,1747301388,1747301388
8225,IK-59149071,A19N,Airbus A319neo,Airbus,Maintenance,458,1747301388,1747301388
8226,EC-74933375,B190,Beechcraft 1900,Beechcraft,Active,83,1747301388,1747301388
8227,KA-78194137,A342,Airbus A340-200,Airbus,Active,161,1747301388,1747301388
8228,FB-88242912,A140,Antonov An-140,Antonov,Active,139,1747301388,1747301388
8229,CQ-65961674,A225,Antonov An-225 Mriya,Antonov,Maintenance,488,1747301388,1747301388
8230,PU-86736292,B39M,Boeing 737 MAX 9,Boeing,Active,298,1747301388,1747301388
8231,QG-37407391,A342,Airbus A340-200,Airbus,Active,328,1747301388,1747301388
8232,PT-35264527,A225,Antonov An-225 Mriya,Antonov,Maintenance,72,1747301388,1747301388
8233,LK-11290090,AN72,Antonov An-72 / An-74,Antonov,Maintenance,577,1747301388,1747301388
8234,WJ-82095219,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,203,1747301388,1747301388
8235,AJ-28259476,A400,Airbus A400M Atlas,Airbus,Active,627,1747301388,1747301388
8236,MJ-37198721,A333,Airbus A330-300,Airbus,Active,664,1747301388,1747301388
8237,LO-40683047,AN72,Antonov An-72 / An-74,Antonov,Maintenance,246,1747301388,1747301388
8238,EI-79892899,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Maintenance,78,1747301388,1747301388
8239,RK-14117582,B39M,Boeing 737 MAX 9,Boeing,Active,300,1747301388,1747301388
8240,TO-12146641,A400,Airbus A400M Atlas,Airbus,Active,49,1747301388,1747301388
8241,QG-57583064,A319,Airbus A319,Airbus,Active,1,1747301388,1747301388
8242,MY-05591761,A333,Airbus A330-300,Airbus,Maintenance,471,1747301388,1747301388
8243,CO-60170574,A343,Airbus A340-300,Airbus,Maintenance,211,1747301388,1747301388
8244,PG-88284832,A321,Airbus A321,Airbus,Maintenance,294,1747301388,1747301388
8245,VR-15421324,A332,Airbus A330-200,Airbus,Maintenance,286,1747301388,1747301388
8246,NB-17885973,A342,Airbus A340-200,Airbus,Maintenance,433,1747301388,1747301388
8247,WR-33863828,A319,Airbus A319,Airbus,Maintenance,534,1747301388,1747301388
8248,LR-60190006,ATP,British Aerospace ATP,British,Maintenance,195,1747301388,1747301388
8249,AV-00300599,A320,Airbus A320,Airbus,Active,69,1747301388,1747301388
8250,LS-90747924,A748,Hawker Siddeley HS 748,Hawker,Active,352,1747301388,1747301388
8251,AS-67121560,A306,Airbus A300-600,Airbus,Maintenance,117,1747301388,1747301388
8252,AQ-45370281,B39M,Boeing 737 MAX 9,Boeing,Maintenance,511,1747301388,1747301388
8253,JS-86863922,A343,Airbus A340-300,Airbus,Maintenance,34,1747301388,1747301388
8254,FH-75377114,A343,Airbus A340-300,Airbus,Maintenance,276,1747301388,1747301388
8255,ON-53440546,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,178,1747301388,1747301388
8256,FA-60937543,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,28,1747301388,1747301388
8257,HQ-46831907,B37M,Boeing 737 MAX 7,Boeing,Active,292,1747301388,1747301388
8258,EQ-51460848,AN12,Antonov An-12,Antonov,Maintenance,210,1747301388,1747301388
8259,GD-95057852,A388,Airbus A380-800,Airbus,Active,55,1747301388,1747301388
8260,CF-83395209,AN72,Antonov An-72 / An-74,Antonov,Maintenance,185,1747301388,1747301388
8261,DW-56056124,A359,Airbus A350-900,Airbus,Maintenance,37,1747301388,1747301388
8262,YQ-95718591,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,409,1747301388,1747301388
8263,GC-73032587,A346,Airbus A340-600,Airbus,Maintenance,76,1747301388,1747301388
8264,QX-68696205,A19N,Airbus A319neo,Airbus,Active,340,1747301388,1747301388
8265,NO-32800113,AN30,Antonov An-30,Antonov,Maintenance,286,1747301388,1747301388
8266,FF-93870480,A158,Antonov An-158,Antonov,Active,509,1747301388,1747301388
8267,PW-00558061,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,304,1747301388,1747301388
8268,IC-66373241,A35K,Airbus A350-1000,Airbus,Maintenance,332,1747301388,1747301388
8269,RD-48635547,B190,Beechcraft 1900,Beechcraft,Active,1,1747301388,1747301388
8270,OG-65832479,A320,Airbus A320,Airbus,Maintenance,438,1747301388,1747301388
8271,JY-43619535,A338,Airbus A330-800,Airbus,Maintenance,9,1747301388,1747301388
8272,LB-14689500,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,265,1747301388,1747301388
8273,FV-57769030,AN30,Antonov An-30,Antonov,Active,443,1747301388,1747301388
8274,IM-29634872,A748,Hawker Siddeley HS 748,Hawker,Active,567,1747301388,1747301388
8275,AU-29013021,A319,Airbus A319,Airbus,Maintenance,14,1747301388,1747301388
8276,NU-05913462,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,54,1747301388,1747301388
8277,QJ-77147895,A748,Hawker Siddeley HS 748,Hawker,Active,490,1747301388,1747301388
8278,LU-08582503,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,15,1747301388,1747301388
8279,GV-78645955,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,517,1747301388,1747301388
8280,XT-57199242,A388,Airbus A380-800,Airbus,Maintenance,632,1747301388,1747301388
8281,ME-32736625,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,177,1747301388,1747301388
8282,CN-32474405,A359,Airbus A350-900,Airbus,Active,233,1747301388,1747301388
8283,KB-76525039,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Maintenance,97,1747301388,1747301388
8284,YS-74858466,A338,Airbus A330-800,Airbus,Active,517,1747301388,1747301388
8285,BA-75017346,AN72,Antonov An-72 / An-74,Antonov,Maintenance,111,1747301388,1747301388
8286,MO-41531686,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,518,1747301388,1747301388
8287,MF-16714673,AN30,Antonov An-30,Antonov,Active,672,1747301388,1747301388
8288,SQ-59693393,A225,Antonov An-225 Mriya,Antonov,Maintenance,3,1747301388,1747301388
8289,EK-78157205,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,132,1747301388,1747301388
